Starting training...

Epoch 1/700
[5/21] Loss: 3.2962 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.3579 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.4004 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.4778 | Step: 0.04s | ETA: 0s | 38.1%
[9/21] Loss: 3.3720 | Step: 0.04s | ETA: 0s | 42.9%
[10/21] Loss: 3.1541 | Step: 0.03s | ETA: 0s | 47.6%
[11/21] Loss: 3.4889 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.2718 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.2650 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3091 | Step: 0.04s | ETA: 0s | 66.7%
[15/21] Loss: 3.5139 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.4701 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.4141 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.4677 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.3371 | Step: 0.04s | ETA: 0s | 90.5%
[20/21] Loss: 3.5253 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.3402 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 174 completed in 2.0s - Avg loss: 3.3876

Epoch 175/700
[1/21] Loss: 3.4723 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.4054 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.1228 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.4795 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.4021 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.2979 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.4275 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.2444 | Step: 0.04s | ETA: 1s | 38.1%
[9/21] Loss: 3.4914 | Step: 0.04s | ETA: 0s | 42.9%
[10/21] Loss: 3.4033 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.4638 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.4246 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.3620 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3316 | Step: 0.04s | ETA: 0s | 66.7%
[15/21] Loss: 3.4448 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.3634 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.2916 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.3233 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.4554 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.3985 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.4229 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 175 completed in 2.1s - Avg loss: 3.3823

Epoch 176/700
[1/21] Loss: 3.4234 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.3941 | Step: 0.05s | ETA: 1s | 9.5%
[3/21] Loss: 3.4215 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.3690 | Step: 0.05s | ETA: 1s | 19.0%
[5/21] Loss: 3.1859 | Step: 0.05s | ETA: 1s | 23.8%
[6/21] Loss: 3.5198 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.3239 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.2551 | Step: 0.04s | ETA: 1s | 38.1%
[9/21] Loss: 3.1560 | Step: 0.04s | ETA: 1s | 42.9%
[10/21] Loss: 3.2894 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.5149 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.4002 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.4183 | Step: 0.05s | ETA: 0s | 61.9%
[14/21] Loss: 3.4975 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.3692 | Step: 0.05s | ETA: 0s | 71.4%
[16/21] Loss: 3.4934 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.2916 | Step: 0.05s | ETA: 0s | 81.0%
[18/21] Loss: 3.5791 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.2741 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.5177 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.3418 | Step: 0.04s | ETA: 0s | 100.0%
Epoch 176 completed in 2.2s - Avg loss: 3.3827

Epoch 177/700
[1/21] Loss: 3.2375 | Step: 0.05s | ETA: 1s | 4.8%
[2/21] Loss: 3.4085 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.4218 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.2978 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.4739 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.4065 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.3318 | Step: 0.05s | ETA: 1s | 33.3%
[8/21] Loss: 3.4585 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.2861 | Step: 0.04s | ETA: 1s | 42.9%
[10/21] Loss: 3.4191 | Step: 0.05s | ETA: 0s | 47.6%
[11/21] Loss: 3.4102 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.4606 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.2941 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3946 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.4205 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.4757 | Step: 0.05s | ETA: 0s | 76.2%
[17/21] Loss: 3.4075 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.5588 | Step: 0.05s | ETA: 0s | 85.7%
[19/21] Loss: 3.4180 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.3322 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.4897 | Step: 0.04s | ETA: 0s | 100.0%
Epoch 177 completed in 2.2s - Avg loss: 3.4002

Epoch 178/700
[1/21] Loss: 3.4568 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.3010 | Step: 0.05s | ETA: 1s | 9.5%
[3/21] Loss: 3.4218 | Step: 0.05s | ETA: 1s | 14.3%
[4/21] Loss: 3.3923 | Step: 0.05s | ETA: 1s | 19.0%
[5/21] Loss: 3.4255 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.4598 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.3565 | Step: 0.05s | ETA: 1s | 33.3%
[8/21] Loss: 3.3422 | Step: 0.04s | ETA: 1s | 38.1%
[9/21] Loss: 3.4502 | Step: 0.05s | ETA: 1s | 42.9%
[10/21] Loss: 3.4089 | Step: 0.05s | ETA: 1s | 47.6%
[11/21] Loss: 3.4274 | Step: 0.05s | ETA: 0s | 52.4%
[12/21] Loss: 3.4003 | Step: 0.05s | ETA: 0s | 57.1%
[13/21] Loss: 3.2953 | Step: 0.05s | ETA: 0s | 61.9%
[14/21] Loss: 3.2576 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.4639 | Step: 0.05s | ETA: 0s | 71.4%
[16/21] Loss: 3.3163 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.3587 | Step: 0.05s | ETA: 0s | 81.0%
[18/21] Loss: 3.4483 | Step: 0.05s | ETA: 0s | 85.7%
[19/21] Loss: 3.4293 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.3464 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.4485 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 178 completed in 2.3s - Avg loss: 3.3908

Epoch 179/700
[1/21] Loss: 3.3729 | Step: 0.05s | ETA: 1s | 4.8%
[2/21] Loss: 3.4247 | Step: 0.05s | ETA: 1s | 9.5%
[3/21] Loss: 3.3719 | Step: 0.05s | ETA: 1s | 14.3%
[4/21] Loss: 3.3440 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.4216 | Step: 0.05s | ETA: 1s | 23.8%
[6/21] Loss: 3.3858 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.3068 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.4355 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.4654 | Step: 0.05s | ETA: 1s | 42.9%
[10/21] Loss: 3.4874 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.3962 | Step: 0.05s | ETA: 0s | 52.4%
[12/21] Loss: 3.4215 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.4505 | Step: 0.05s | ETA: 0s | 61.9%
[14/21] Loss: 3.3000 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.3122 | Step: 0.05s | ETA: 0s | 71.4%
[16/21] Loss: 3.4512 | Step: 0.05s | ETA: 0s | 76.2%
[17/21] Loss: 3.2307 | Step: 0.05s | ETA: 0s | 81.0%
[18/21] Loss: 3.5156 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.3901 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.4383 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.2649 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 179 completed in 2.2s - Avg loss: 3.3899

Epoch 180/700
[1/21] Loss: 3.2772 | Step: 0.05s | ETA: 1s | 4.8%
[2/21] Loss: 3.4343 | Step: 0.05s | ETA: 1s | 9.5%
[3/21] Loss: 3.4374 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.3856 | Step: 0.05s | ETA: 1s | 19.0%
[5/21] Loss: 3.3938 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.3994 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.4914 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.3624 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.3913 | Step: 0.04s | ETA: 1s | 42.9%
[10/21] Loss: 3.4566 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.2594 | Step: 0.05s | ETA: 0s | 52.4%
[12/21] Loss: 3.4137 | Step: 0.05s | ETA: 0s | 57.1%
[13/21] Loss: 3.5068 | Step: 0.05s | ETA: 0s | 61.9%
[14/21] Loss: 3.4309 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.2558 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.2659 | Step: 0.05s | ETA: 0s | 76.2%
[17/21] Loss: 3.3883 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.5498 | Step: 0.05s | ETA: 0s | 85.7%
[19/21] Loss: 3.4216 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.3322 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.3692 | Step: 0.04s | ETA: 0s | 100.0%
Epoch 180 completed in 2.2s - Avg loss: 3.3916

Epoch 181/700
[1/21] Loss: 3.3951 | Step: 0.20s | ETA: 4s | 4.8%
[2/21] Loss: 3.4158 | Step: 0.20s | ETA: 4s | 9.5%
[3/21] Loss: 3.5264 | Step: 0.02s | ETA: 0s | 14.3%
[4/21] Loss: 3.4007 | Step: 0.02s | ETA: 0s | 19.0%
[5/21] Loss: 3.3902 | Step: 0.02s | ETA: 0s | 23.8%
[6/21] Loss: 3.4796 | Step: 0.02s | ETA: 0s | 28.6%
[7/21] Loss: 3.4117 | Step: 0.02s | ETA: 0s | 33.3%
[8/21] Loss: 3.3240 | Step: 0.03s | ETA: 0s | 38.1%
[9/21] Loss: 3.5032 | Step: 0.02s | ETA: 0s | 42.9%
[10/21] Loss: 3.4418 | Step: 0.02s | ETA: 0s | 47.6%
[11/21] Loss: 3.4404 | Step: 0.02s | ETA: 0s | 52.4%
[12/21] Loss: 3.4811 | Step: 0.02s | ETA: 0s | 57.1%
[13/21] Loss: 3.1954 | Step: 0.02s | ETA: 0s | 61.9%
[14/21] Loss: 3.4337 | Step: 0.02s | ETA: 0s | 66.7%
[15/21] Loss: 3.2982 | Step: 0.02s | ETA: 0s | 71.4%
[16/21] Loss: 3.3972 | Step: 0.02s | ETA: 0s | 76.2%
[17/21] Loss: 3.2930 | Step: 0.02s | ETA: 0s | 81.0%
[18/21] Loss: 3.4381 | Step: 0.02s | ETA: 0s | 85.7%
[19/21] Loss: 3.3430 | Step: 0.02s | ETA: 0s | 90.5%
[20/21] Loss: 3.4244 | Step: 0.02s | ETA: 0s | 95.2%
[21/21] Loss: 3.2660 | Step: 0.02s | ETA: 0s | 100.0%
Epoch 181 completed in 2.0s - Avg loss: 3.3952

Epoch 182/700
[1/21] Loss: 3.3471 | Step: 0.02s | ETA: 0s | 4.8%
[2/21] Loss: 3.2391 | Step: 0.02s | ETA: 0s | 9.5%
[3/21] Loss: 3.3588 | Step: 0.02s | ETA: 0s | 14.3%
[4/21] Loss: 3.4620 | Step: 0.02s | ETA: 0s | 19.0%
[5/21] Loss: 3.2744 | Step: 0.02s | ETA: 0s | 23.8%
[6/21] Loss: 3.3626 | Step: 0.02s | ETA: 0s | 28.6%
[7/21] Loss: 3.3719 | Step: 0.03s | ETA: 0s | 33.3%
[8/21] Loss: 3.4637 | Step: 0.02s | ETA: 0s | 38.1%
[9/21] Loss: 3.4112 | Step: 0.02s | ETA: 0s | 42.9%
[10/21] Loss: 3.3115 | Step: 0.03s | ETA: 0s | 47.6%
[11/21] Loss: 3.5645 | Step: 0.02s | ETA: 0s | 52.4%
[12/21] Loss: 3.3833 | Step: 0.02s | ETA: 0s | 57.1%
[13/21] Loss: 3.3195 | Step: 0.02s | ETA: 0s | 61.9%
[14/21] Loss: 3.3810 | Step: 0.03s | ETA: 0s | 66.7%
[15/21] Loss: 3.4186 | Step: 0.03s | ETA: 0s | 71.4%
[16/21] Loss: 3.4212 | Step: 0.03s | ETA: 0s | 76.2%
[17/21] Loss: 3.1757 | Step: 0.02s | ETA: 0s | 81.0%
[18/21] Loss: 3.4697 | Step: 0.02s | ETA: 0s | 85.7%
[19/21] Loss: 3.5609 | Step: 0.02s | ETA: 0s | 90.5%
[20/21] Loss: 3.4061 | Step: 0.03s | ETA: 0s | 95.2%
[21/21] Loss: 3.5140 | Step: 0.02s | ETA: 0s | 100.0%
Epoch 182 completed in 1.8s - Avg loss: 3.3913

Epoch 183/700
[1/21] Loss: 3.4617 | Step: 0.03s | ETA: 1s | 4.8%
[2/21] Loss: 3.2636 | Step: 0.03s | ETA: 1s | 9.5%
[3/21] Loss: 3.5531 | Step: 0.03s | ETA: 1s | 14.3%
[4/21] Loss: 3.2654 | Step: 0.03s | ETA: 0s | 19.0%
[5/21] Loss: 3.3008 | Step: 0.03s | ETA: 0s | 23.8%
[6/21] Loss: 3.3880 | Step: 0.03s | ETA: 0s | 28.6%
[7/21] Loss: 3.4478 | Step: 0.03s | ETA: 0s | 33.3%
[8/21] Loss: 3.3856 | Step: 0.03s | ETA: 0s | 38.1%
[9/21] Loss: 3.4710 | Step: 0.03s | ETA: 0s | 42.9%
[10/21] Loss: 3.4530 | Step: 0.03s | ETA: 0s | 47.6%
[11/21] Loss: 3.2492 | Step: 0.03s | ETA: 0s | 52.4%
[12/21] Loss: 3.3601 | Step: 0.03s | ETA: 0s | 57.1%
[13/21] Loss: 3.2955 | Step: 0.03s | ETA: 0s | 61.9%
[14/21] Loss: 3.4333 | Step: 0.03s | ETA: 0s | 66.7%
[15/21] Loss: 3.3261 | Step: 0.03s | ETA: 0s | 71.4%
[16/21] Loss: 3.3779 | Step: 0.03s | ETA: 0s | 76.2%
[17/21] Loss: 3.2621 | Step: 0.03s | ETA: 0s | 81.0%
[18/21] Loss: 3.4561 | Step: 0.03s | ETA: 0s | 85.7%
[19/21] Loss: 3.1593 | Step: 0.03s | ETA: 0s | 90.5%
[20/21] Loss: 3.4568 | Step: 0.03s | ETA: 0s | 95.2%
[21/21] Loss: 3.4819 | Step: 0.02s | ETA: 0s | 100.0%
Epoch 183 completed in 1.9s - Avg loss: 3.3737

Epoch 184/700
[1/21] Loss: 3.4709 | Step: 0.03s | ETA: 1s | 4.8%
[2/21] Loss: 3.1074 | Step: 0.03s | ETA: 1s | 9.5%
[3/21] Loss: 3.3408 | Step: 0.03s | ETA: 1s | 14.3%
[4/21] Loss: 3.3987 | Step: 0.03s | ETA: 1s | 19.0%
[5/21] Loss: 3.4364 | Step: 0.03s | ETA: 1s | 23.8%
[6/21] Loss: 3.2812 | Step: 0.03s | ETA: 0s | 28.6%
[7/21] Loss: 3.3990 | Step: 0.03s | ETA: 0s | 33.3%
[8/21] Loss: 3.3786 | Step: 0.03s | ETA: 0s | 38.1%
[9/21] Loss: 3.4150 | Step: 0.03s | ETA: 0s | 42.9%
[10/21] Loss: 3.4157 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.3188 | Step: 0.03s | ETA: 0s | 52.4%
[12/21] Loss: 3.4399 | Step: 0.03s | ETA: 0s | 57.1%
[13/21] Loss: 3.2862 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3470 | Step: 0.04s | ETA: 0s | 66.7%
[15/21] Loss: 3.4851 | Step: 0.03s | ETA: 0s | 71.4%
[16/21] Loss: 3.4116 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.3738 | Step: 0.03s | ETA: 0s | 81.0%
[18/21] Loss: 3.2432 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.5025 | Step: 0.03s | ETA: 0s | 90.5%
[20/21] Loss: 3.4356 | Step: 0.03s | ETA: 0s | 95.2%
[21/21] Loss: 3.1922 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 184 completed in 2.0s - Avg loss: 3.3657

Epoch 185/700
[1/21] Loss: 3.4555 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.3125 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.3223 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.2354 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.3414 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.3494 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.3433 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.3210 | Step: 0.04s | ETA: 0s | 38.1%
[9/21] Loss: 3.4652 | Step: 0.04s | ETA: 0s | 42.9%
[10/21] Loss: 3.4570 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.4241 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.4502 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.5496 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.4396 | Step: 0.04s | ETA: 0s | 66.7%
[15/21] Loss: 3.3169 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.4354 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.3725 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.3390 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.3850 | Step: 0.04s | ETA: 0s | 90.5%
[20/21] Loss: 3.3314 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.4298 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 185 completed in 2.1s - Avg loss: 3.3846

Epoch 186/700
[1/21] Loss: 3.3139 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.5045 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.5548 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.1917 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.3272 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.1846 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.1486 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.2945 | Step: 0.04s | ETA: 1s | 38.1%
[9/21] Loss: 3.4793 | Step: 0.04s | ETA: 0s | 42.9%
[10/21] Loss: 3.4795 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.3259 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.3723 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.3891 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3788 | Step: 0.04s | ETA: 0s | 66.7%
[15/21] Loss: 3.5199 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.4130 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.3683 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.3735 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.3893 | Step: 0.04s | ETA: 0s | 90.5%
[20/21] Loss: 3.3493 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.5283 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 186 completed in 2.2s - Avg loss: 3.3755

Epoch 187/700
[1/21] Loss: 3.3560 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.5082 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.3373 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.4202 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.4494 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.3266 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.3829 | Step: 0.05s | ETA: 1s | 33.3%
[8/21] Loss: 3.3302 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.3528 | Step: 0.05s | ETA: 1s | 42.9%
[10/21] Loss: 3.3886 | Step: 0.05s | ETA: 1s | 47.6%
[11/21] Loss: 3.3187 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.3744 | Step: 0.05s | ETA: 0s | 57.1%
[13/21] Loss: 3.4356 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.3319 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.4472 | Step: 0.05s | ETA: 0s | 71.4%
[16/21] Loss: 3.4259 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.3245 | Step: 0.05s | ETA: 0s | 81.0%
[18/21] Loss: 3.4315 | Step: 0.05s | ETA: 0s | 85.7%
[19/21] Loss: 3.4152 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.4392 | Step: 0.05s | ETA: 0s | 95.2%
[21/21] Loss: 3.3217 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 187 completed in 2.2s - Avg loss: 3.3866

Epoch 188/700
[1/21] Loss: 3.3612 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.3115 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.4646 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.3189 | Step: 0.04s | ETA: 1s | 19.0%
[5/21] Loss: 3.3973 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.2291 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.4397 | Step: 0.04s | ETA: 1s | 33.3%
[8/21] Loss: 3.3428 | Step: 0.04s | ETA: 1s | 38.1%
[9/21] Loss: 3.3140 | Step: 0.04s | ETA: 1s | 42.9%
[10/21] Loss: 3.2796 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.3531 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.4564 | Step: 0.04s | ETA: 0s | 57.1%
[13/21] Loss: 3.4482 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.4892 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.2301 | Step: 0.04s | ETA: 0s | 71.4%
[16/21] Loss: 3.5173 | Step: 0.04s | ETA: 0s | 76.2%
[17/21] Loss: 3.4832 | Step: 0.04s | ETA: 0s | 81.0%
[18/21] Loss: 3.3144 | Step: 0.04s | ETA: 0s | 85.7%
[19/21] Loss: 3.4759 | Step: 0.04s | ETA: 0s | 90.5%
[20/21] Loss: 3.3512 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.4253 | Step: 0.03s | ETA: 0s | 100.0%
Epoch 188 completed in 2.2s - Avg loss: 3.3811

Epoch 189/700
[1/21] Loss: 3.3691 | Step: 0.04s | ETA: 1s | 4.8%
[2/21] Loss: 3.2804 | Step: 0.04s | ETA: 1s | 9.5%
[3/21] Loss: 3.4624 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.3184 | Step: 0.05s | ETA: 1s | 19.0%
[5/21] Loss: 3.5113 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.3799 | Step: 0.05s | ETA: 1s | 28.6%
[7/21] Loss: 3.2273 | Step: 0.05s | ETA: 1s | 33.3%
[8/21] Loss: 3.3359 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.3578 | Step: 0.05s | ETA: 1s | 42.9%
[10/21] Loss: 3.4078 | Step: 0.04s | ETA: 0s | 47.6%
[11/21] Loss: 3.5011 | Step: 0.04s | ETA: 0s | 52.4%
[12/21] Loss: 3.3308 | Step: 0.05s | ETA: 0s | 57.1%
[13/21] Loss: 3.3602 | Step: 0.04s | ETA: 0s | 61.9%
[14/21] Loss: 3.4347 | Step: 0.05s | ETA: 0s | 66.7%
[15/21] Loss: 3.3896 | Step: 0.05s | ETA: 0s | 71.4%
[16/21] Loss: 3.3376 | Step: 0.05s | ETA: 0s | 76.2%
[17/21] Loss: 3.4933 | Step: 0.05s | ETA: 0s | 81.0%
[18/21] Loss: 3.4009 | Step: 0.05s | ETA: 0s | 85.7%
[19/21] Loss: 3.3593 | Step: 0.05s | ETA: 0s | 90.5%
[20/21] Loss: 3.4381 | Step: 0.04s | ETA: 0s | 95.2%
[21/21] Loss: 3.1892 | Step: 0.04s | ETA: 0s | 100.0%
Epoch 189 completed in 2.2s - Avg loss: 3.3755

Epoch 190/700
[1/21] Loss: 3.4394 | Step: 0.05s | ETA: 1s | 4.8%
[2/21] Loss: 3.3525 | Step: 0.05s | ETA: 1s | 9.5%
[3/21] Loss: 3.3413 | Step: 0.04s | ETA: 1s | 14.3%
[4/21] Loss: 3.3778 | Step: 0.05s | ETA: 1s | 19.0%
[5/21] Loss: 3.1791 | Step: 0.04s | ETA: 1s | 23.8%
[6/21] Loss: 3.4779 | Step: 0.04s | ETA: 1s | 28.6%
[7/21] Loss: 3.3073 | Step: 0.05s | ETA: 1s | 33.3%
[8/21] Loss: 3.5851 | Step: 0.05s | ETA: 1s | 38.1%
[9/21] Loss: 3.3907 | Step: 0.05s | ETA: 1s | 42.9%
[10/21] Loss: 3.4767 | Step: 0.05s | ETA: 1s | 47.6%
[11/21] Loss: 3.3923 | Step: 0.05s | ETA: 0s | 52.4%
